"EvidenceBucket","FilePath","FileName","SHA256","DateTaken","FallbackTimestamp","OcrTextPath","IncludeHits","ExcludeHits","ConcernFlag","OcrPreview"
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0711.PNG","IMG_0711.PNG","BC856F9F8B27E4E94A86769440384D08CE6C19C9893ED42721368A0A2827E198","","1980-01-01 00:00:00",".\04-logs\ocr\BC856F9F8B27E4E94A86769440384D08CE6C19C9893ED42721368A0A2827E198.txt","0","0","False","7:12AM Mon May 12 April 10  < PT 1 | 5G+ (12  March 27  ""huwitn q  |  orb ORE  h oO ff  =. -SEG_ 555  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0712.PNG","IMG_0712.PNG","1DC0222DCCF9DAF0FB2748377C79C9B828A4B11FEF9E63C4063EF0DE26BE319F","","1980-01-01 00:00:00",".\04-logs\ocr\1DC0222DCCF9DAF0FB2748377C79C9B828A4B11FEF9E63C4063EF0DE26BE319F.txt","0","0","False","7:14AM Mon May 12 @ 9%  x  7:12AM Mon May 12  April 10  oll 5G+ (12  march 27 9:06 PM  DOMICILIO: CALLENDES = GUADALUPE 34005  estaoo. 21 munciPiol73  _-SEG_ SSQG088ES GESHEI = 6  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0880.PNG","IMG_0880.PNG","CB9EF0659D3DCE9C8C838B7FBE55A53CB5336239200A87727D8A92B1E441B181","","1980-01-01 00:00:00",".\04-logs\ocr\CB9EF0659D3DCE9C8C838B7FBE55A53CB5336239200A87727D8A92B1E441B181.txt","0","0","False","= 71% 7  12:44AM Wed May 21  Raquel  7s Nunez Flores  =, =| 2 = +m B)::  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0886.PNG","IMG_0886.PNG","289F1892FEA7AFF41137A5D9C6DD9E08FE0B81BA991C6618D4B0B3E3CDBDBE76","","1980-01-01 00:00:00",".\04-logs\ocr\289F1892FEA7AFF41137A5D9C6DD9E08FE0B81BA991C6618D4B0B3E3CDBDBE76.txt","0","0","False","12:58AM Wed May 21 m> 65% @ )  <  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0887.PNG","IMG_0887.PNG","F448636B6B15269E1DE4DA6DD7FAB62DCC4B48E88E7CDBD52DA056A3DA85ECBC","","1980-01-01 00:00:00",".\04-logs\ocr\F448636B6B15269E1DE4DA6DD7FAB62DCC4B48E88E7CDBD52DA056A3DA85ECBC.txt","0","0","False","12:59AM Wed May 21  i  Interview Questions  NEW EMPLOYEE RECORD STORE #_5\\7 imployee Name: D.O.B social Security #:__!  Shirt: N Wage: $  ddress: _ 14149 MoSnolia Ave E Sail Pav | eet: AdtYf 55) O) 9Mai!l Com  Atation Date:  Phone: ©  Time:  From To M  {A crew |_| mir [| Other  AVAILABILITY  Sunday Monday Tuesday Wednesday Thursday  | 4.30 4:30 Y.30 4730 {|:00 \J.90"
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0888.PNG","IMG_0888.PNG","E5D4344C9AFE218BAC61AE5D05FB73B84643551BF9D13C42689F408D1283A326","","1980-01-01 00:00:00",".\04-logs\ocr\E5D4344C9AFE218BAC61AE5D05FB73B84643551BF9D13C42689F408D1283A326.txt","1","0","False","12:59AM Wed May 21 n> 65% a)  10:25PM Mon Mar 11  eee F 33% 68  QO x= + Day Week Month Year Q Search Uj < 5] akg eoe  March 2024 Today Screenshots  Sun 10 Mon @@ Tue 12 Wed 13 Thu 14 Fri15 Sat 16 all-day (IVESPARRIVEISSRVIDONGUROMENNNNN First Night ofRamadan = = Back Notes i 9AM March 11th 2023 -1 Year ago  today was the day that the sweetest and most beautiful  10AM woman in th"
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0889.PNG","IMG_0889.PNG","5F8F7C6555D4A95459EF53FC50BA65C5D51DD7EF4C3A529C3604F9275EE44431","","1980-01-01 00:00:00",".\04-logs\ocr\5F8F7C6555D4A95459EF53FC50BA65C5D51DD7EF4C3A529C3604F9275EE44431.txt","1","0","False","12:59AM Wed May 21  Social and Screenshots = ~ @ si  6:05  < << ChatGPT 5c] @ rari *  Missed audio call  Rta  @ Gracias tu también  Do you know where can | find  3) - @ one of these  I The I'm QWERTY U iI O P  AISIDJFIGIHIJIKIL  @ ZxcvBNM @  x Set reminder A, Copy text Listen  ry)  roe  Search Crop  n> 64% @) "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_0890.PNG","IMG_0890.PNG","684F8DA4C30BF8DC979ACFF67C595B7A46FA56C95788BBC6DC15DE85563E15DC","","1980-01-01 00:00:00",".\04-logs\ocr\684F8DA4C30BF8DC979ACFF67C595B7A46FA56C95788BBC6DC15DE85563E15DC.txt","0","0","False","12:59AM Wed May 21 n> 64% @  < “adri” X eco  JV Most recent  Missed audio call  Gracias tu también  Do you know where can | find one of these  Oo P AS DF GHJ KL  @ zZxcvBNM @  Add more photos from other places? x ‘Import from Facebook, Canon, your computer, and more  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1747.PNG","IMG_1747.PNG","04A0B5C5DBF5F0778CEEC985148B15ABF0BA3E3CA9E23A34B139ACE0B72E6C6E","","1980-01-01 00:00:00",".\04-logs\ocr\04A0B5C5DBF5F0778CEEC985148B15ABF0BA3E3CA9E23A34B139ACE0B72E6C6E.txt","0","0","False","6:35 9 atl) 5G+ (2  <® eB Adri < \ ow  Unread messages  @ For us was yesterday  Edited  Good Watching movies here  \  > \Aa ® it l The I'm a oe a  @ g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1748.PNG","IMG_1748.PNG","364C187158592CE6FE35FB24AA347BE457C2CF2BF0E2DDD6C73C17C8E1E99D48","","1980-01-01 00:00:00",".\04-logs\ocr\364C187158592CE6FE35FB24AA347BE457C2CF2BF0E2DDD6C73C17C8E1E99D48.txt","1","0","False","<® eB Adri < \. oe  Good Watching movies here  @ With My Family  You unsent a message  Ask my dad If he said yes it's ok  Now you have his ® number lol 8 3 « You replied to Adri 5°  Ask my dad If he said yes it’s ok  Delivered  oaG © Aa ® &  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1764.PNG","IMG_1764.PNG","65F29C892809A228702282FB0623732E857425C30C53BDFA84F34478DEF34376","","1980-01-01 00:00:00",".\04-logs\ocr\65F29C892809A228702282FB0623732E857425C30C53BDFA84F34478DEF34376.txt","0","0","False","11:49 S coe gall 5G+ (7): «  \ oe uy 11:48PM Josh If I'm going to El Salvador Are you going to visit ( me? Lol 3 6 8 > Of course | would lo @0Qo > “loll” love look  ¢ GG0008 &  > ©  123  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1765.PNG","IMG_1765.PNG","EEEC3084D2ABB2273A1BB5CFFE1C541CAB62E876B963444FF3B03E8339DDA730","","1980-01-01 00:00:00",".\04-logs\ocr\EEEC3084D2ABB2273A1BB5CFFE1C541CAB62E876B963444FF3B03E8339DDA730.txt","0","0","False","11:49 S coe gall 5G+ (7): «  \ ox us 11:48 PM Josh If I'm going to El Salvador Are you going to visit ( me? Lol 3 6 gy . > \Aa ©  The I'm a oe a  .  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1766.PNG","IMG_1766.PNG","B7CCD506BFA9D712D73C1F88A22465C078765E0FE3E6B255BE622027578D8DF0","","1980-01-01 00:00:00",".\04-logs\ocr\B7CCD506BFA9D712D73C1F88A22465C078765E0FE3E6B255BE622027578D8DF0.txt","0","0","False","11:55 S cos tl 5G 07) ©  <® {8 adri % . ox  Unread messages  Joke joke | don't want dad trump to send me to El  Salvador yet but when it is visit me  B Just. Want to know  ] iy Replying to Adri *+ gy don't want dad trump to send met... >a Q@ >  “Ll Like  ¢ GG0008 &  G ©  123  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1768.PNG","IMG_1768.PNG","BB76B433A1D23C46E215A39844F1877D5EF9A84B75B4F1D52A279D5F8D0D00BD","","1980-01-01 00:00:00",".\04-logs\ocr\BB76B433A1D23C46E215A39844F1877D5EF9A84B75B4F1D52A279D5F8D0D00BD.txt","0","0","False","12:10 oll 5G+ (3  <@ €B nario  | don't know i thinking to @ much this days  ea | do questions for everything and thinking @ about everything 7 8 O0aGe © Aa © it  l The I'm a oe a  @ g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1769.PNG","IMG_1769.PNG","DABA67E19409E01463F5AD8B09910BCC9C4B6D57B1781BC2D8199CDA63DC7377","","1980-01-01 00:00:00",".\04-logs\ocr\DABA67E19409E01463F5AD8B09910BCC9C4B6D57B1781BC2D8199CDA63DC7377.txt","0","1","True","12:1197 atl 5G+ (39)  <@ GB rari o Ca @ much this days”  | do questions for everything and thinking about everything  Today's morning | was like | want to go to my country and don't being worry anymore but at the same time. | don't want to be there  @ I'm getting crazy & 6  © a » (Aa ® l The I'm  @WeRit yutioie  AS DIF le Hy KL  O SSSn88 &  @ g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1770.PNG","IMG_1770.PNG","92C81899793395C1A6E75FF2729BAAFC63E061C5404FA0B3006904331BBA9F8C","","1980-01-01 00:00:00",".\04-logs\ocr\92C81899793395C1A6E75FF2729BAAFC63E061C5404FA0B3006904331BBA9F8C.txt","0","0","False","12:17 9 all 5G+ (64)  <® ay Adri & \ ox Serr  8  @ You right  as  Of course I'm right— overthinking just means you care, and that’s nota bad thing. Take it one step at a time, and don’t stress too much. You've got this.  lol  Thanks  And this chat looks like exe) gamalele) @ The color &  oaG © Aa ® &  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1771.PNG","IMG_1771.PNG","CA18F14AA0038988304FEA2B3E53C0AD231A86B495862576472B0C309EEC0551","","1980-01-01 00:00:00",".\04-logs\ocr\CA18F14AA0038988304FEA2B3E53C0AD231A86B495862576472B0C309EEC0551.txt","0","0","False","12:20 etl 5G+ (8%  <® gS Adri < \. oe  a Thanks 3 ¥  And this chat looks like feXe)gamalele) @ The color &  4,2  i  « You replied to Adri Thanks  Delivered  oaG © Aa ® &  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1772.PNG","IMG_1772.PNG","51F3BDACA42BDF5340CC2B8643903FB5E960B0100E7CBC55F565ED413C37CBDA","","1980-01-01 00:00:00",".\04-logs\ocr\51F3BDACA42BDF5340CC2B8643903FB5E960B0100E7CBC55F565ED413C37CBDA.txt","0","0","False","12:33 9 all S (9  <® ay Adri **  8 Yes  8 Not sleep for us 7  8 ©a.e ® ‘Aa ®  l The I'm DE zxcwesnm a  @ g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1773.PNG","IMG_1773.PNG","9E54AD715D9277FEF7154B13A96AEE0920CE88A07890CDF6B8BC019A21AEBF7C","","1980-01-01 00:00:00",".\04-logs\ocr\9E54AD715D9277FEF7154B13A96AEE0920CE88A07890CDF6B8BC019A21AEBF7C.txt","0","0","False","< ChatGPT  <® ay Adri % \ ow  8 Not sleep for us  8 Not look good 6  3 oaG © Aa ® &  6)  I The a oe a  @ g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1774.PNG","IMG_1774.PNG","697AD4FBD212DD5D98353CA1FAFB11F9DDED01BC824BFA191A1E38BBF3C3FB81","","1980-01-01 00:00:00",".\04-logs\ocr\697AD4FBD212DD5D98353CA1FAFB11F9DDED01BC824BFA191A1E38BBF3C3FB81.txt","0","0","False","12:43 9 all ©  <@ S : Adri 2% . ow  8 Not look good  4@  The 'm @weR(|tT yu ll oP Ais DIF le Hiy kL  a oe C  S g  (Yeoude) “s  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1775.PNG","IMG_1775.PNG","6B6B925196D820930E97615A23355B2E25D4AD272206E502A96675C6D5AF1418","","1980-01-01 00:00:00",".\04-logs\ocr\6B6B925196D820930E97615A23355B2E25D4AD272206E502A96675C6D5AF1418.txt","0","0","False","Ss By Adri ** Y. wo  “os INULTIVUUN yYyvYvU 8  Delivered  > | Aa ® it | The I'm a oe a  ® g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1776.PNG","IMG_1776.PNG","1ED8BFD9F0E522E35049715879747A525408DD02DADF530CDF4C622CD6406CCE","","1980-01-01 00:00:00",".\04-logs\ocr\1ED8BFD9F0E522E35049715879747A525408DD02DADF530CDF4C622CD6406CCE.txt","0","0","False","Xfinity Mobile awl =o 6  Thursday, December 26  12:47  Adri *+ now | don't know  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1777.PNG","IMG_1777.PNG","35B3A9A5307A73C7B888EAC55373722E8186FC2AAB65B4BFB0209D7B3C0FB33A","","1980-01-01 00:00:00",".\04-logs\ocr\35B3A9A5307A73C7B888EAC55373722E8186FC2AAB65B4BFB0209D7B3C0FB33A.txt","1","0","False","B | don't know @  oaG © Aa ® &  Recents v  sty sea 8 £ 3 Not look good @  Notsleep for us “ (Yesudo) Not look dear °@ _ Delivered a a mz OSrwoans Se coayrf& 8 » on  mG) — ~~ iene Romo SRGRGRORGE ewenryuror  Today's morning | was like  @ Thanks want to go to my country : Cue enR ea bel lgstodie @ Cus time. dont want tobe tl @ _Notsleep for us 3 Theol 8 @ ""mgetting crazy @ e"
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1790.PNG","IMG_1790.PNG","746F620BA0C130DBDB019508AADE3E1A5B07AE689FD2089DC172B6EB320633CF","","1980-01-01 00:00:00",".\04-logs\ocr\746F620BA0C130DBDB019508AADE3E1A5B07AE689FD2089DC172B6EB320633CF.txt","0","0","False","6:10 a eal > (10  c ®  <® ) Daya Chavez  JUL 10 AT 10:11AM  4:39AM  5:10AM  Seen 6:03 AM a) 22? 4) Who _ eo See original  ey)  6 aG & Aa ® it  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1791.PNG","IMG_1791.PNG","87E70F221274C7F7ED6FD2C38D8D2AB17CBB45760D445D55F7446E41CC11E15D","","1980-01-01 00:00:00",".\04-logs\ocr\87E70F221274C7F7ED6FD2C38D8D2AB17CBB45760D445D55F7446E41CC11E15D.txt","0","0","False","5:243 » ao pow ww we wi Se 2 schedule a time to go over your...  s +1 (651) 377-1957 9:20 AM x  Missed call A, Tha Poé 9:06AM =) sent you a chat a = i  Apple News Spotlight 9:04AM A new kind of bad girl is taking  ’ “over America. Plus, “pommel- horse guy,” Moo Deng, and more of 2024's culture-defining mom...  “ “iz. — is  ; +16186101527 8:55 Th Great news Joshua: You secured"
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1792.PNG","IMG_1792.PNG","F7E74A70A7DC56FC630613E909F6D9B5DBBED0004B4E040140FDD5188A5F5FC4","","1980-01-01 00:00:00",".\04-logs\ocr\F7E74A70A7DC56FC630613E909F6D9B5DBBED0004B4E040140FDD5188A5F5FC4.txt","0","0","False","5:43 2 of oe (4a  <® By Adri <  pay WOrkKINng NOW  7:02AM  @ Thank you! ® ¥  Unread messages  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1793.PNG","IMG_1793.PNG","BB5A4F76F4370A1DD936587032A157B9C71444923053D902139643D6993A32BD","","1980-01-01 00:00:00",".\04-logs\ocr\BB5A4F76F4370A1DD936587032A157B9C71444923053D902139643D6993A32BD.txt","0","0","False","8:42 atl LTE G&D  <® Bay Adri <2 \. oe  7:44PM  « You replied to Adri  Get st  « You replied to Adri  Nothing Get some rest | think  @ I'm not sleepy yet  8:37PM  @ | was off at 7 today  Delivered  60QG & Aa ® &  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1794.PNG","IMG_1794.PNG","DDB244772087449DC333F926F548A63AB61303A39E0DC65A6A8D0EBC6737520D","","1980-01-01 00:00:00",".\04-logs\ocr\DDB244772087449DC333F926F548A63AB61303A39E0DC65A6A8D0EBC6737520D.txt","0","0","False","8:47 9 wll LTE G&D  <® ¢ Adri < \. oe @ | was off at 7 today  I'm hungry but | don’t want  to cook BA @ I'm tired @ 8 6aG YF Aa ® it  | The I'm a oe a  ® g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1795.PNG","IMG_1795.PNG","C6C1730112D0E3F7D4B0C84831718F1CE0057A2E732CE49F41DAEAE82695BB6E","","1980-01-01 00:00:00",".\04-logs\ocr\C6C1730112D0E3F7D4B0C84831718F1CE0057A2E732CE49F41DAEAE82695BB6E.txt","0","0","False","9:00 9 al LTE G&&  <® 8 Adri % \ ow  No worries  @. But thanks 3 eS  8 ©a.e e ‘Aa ®  l The I'm  O SSS8e8 &  ® g  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1800.PNG","IMG_1800.PNG","610F50165D1AF9A03AC024FC9D76D9B5B9353CCB805D70867056C3D0D62E55A1","","1980-01-01 00:00:00",".\04-logs\ocr\610F50165D1AF9A03AC024FC9D76D9B5B9353CCB805D70867056C3D0D62E55A1.txt","0","0","False","9:05 9 al LTE  <4 Camera  <® B Adri < \ ow  No worries  @ But thanks  fd 2 = 5 : = : as) \ 8 6  oaG © Aa ® &  "
"E-001-GooglePhotos","C:\Users\OH\Projects\marriage-fraud-report\02-evidence\raw\E-001-GooglePhotos\extracted\adri communication\IMG_1801.PNG","IMG_1801.PNG","B1426847671C3AFB16C506EF39E3E0B5A90E6F52EB5FA273F5D61A336629E1F5","","1980-01-01 00:00:00",".\04-logs\ocr\B1426847671C3AFB16C506EF39E3E0B5A90E6F52EB5FA273F5D61A336629E1F5.txt","0","0","False","9:12 9 a! LTE &  <@ By Adri * . ox  Mmm lol @ The emoji looks suspicious  4,2 8  ©a.e ® ‘Aa ® | The I'm a oe a  ® g  (=)  "
